n_exp,w1,w2,k_value,rho,n_obs,n_hidden,T,original_phrase,attacked_phrase,kl-d,p_clean,p_att,d2original,exp_util,seconds
8,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', '.', ',', '""', 'talks', '(', 'among', 'china', ',', 'south', 'korea', '20', 'statement', ',', 'russia', ',', 'former', 'states', 'north', 'korea', ')', 'states', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",7.489811828428023,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.63794439e-05 3.38844924e-01 1.89816025e-02 5.79944831e-05
 4.46014336e-03 1.67479808e-05 1.57941092e-05 1.35067362e-05
 4.44158341e-05 6.19367828e-06 1.00891229e-05 2.48115276e-05
 6.60928243e-05 7.03608882e-05 8.14716599e-05 3.29417780e-05
 2.67862910e-05 1.06433189e-04 8.97669274e-06 4.64471904e-05
 6.23107142e-06 1.57463766e-05 3.92398248e-05 2.88122404e-04
 5.04411610e-05 2.60718306e-05 1.35673995e-05 5.51530841e-05
 6.36573314e-01]",0.7666666666666667,38.97917211676412,6000
4,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['place', 'war', 'among', '.', ',', '""', 'economic', '(', 'african', 'insurgents', 'ministry', 'south', 'secretary', ""shi'ite"", 'government', ',', 'efforts', ',', 'home', 'states', 'north', ""'"", 'left', 'north', 'korea', ""'s"", 'ago', 'ministry', ')', 'energy']",7.57152779111074,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.02892557e-05 3.32826933e-01 1.93171041e-02 5.73425550e-05
 3.90082785e-03 1.50645946e-05 1.43194697e-05 1.17254290e-05
 4.11753560e-05 5.10996031e-06 5.67194801e-06 2.46935768e-05
 6.54852671e-05 6.82516914e-05 7.82761647e-05 3.20268295e-05
 2.53882763e-05 1.00593009e-04 5.35849981e-06 4.34733771e-05
 5.12425509e-06 1.27413155e-05 3.81483398e-05 2.83591640e-04
 4.84911876e-05 2.39550660e-05 1.11472309e-05 5.38440284e-05
 6.42873847e-01]",0.36666666666666664,27.142912821050214,6000
9,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', '.', ',', '""', 'taleban', 'southern', 'among', 'china', ',', ""'s"", 'korea', ',', 'japan', ',', 'russia', ',', 'troops', 'states', 'north', 'korea', 'killing', 'north', '10', ""'s"", 'nuclear', 'program', ')', '.']",7.549018119568071,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[9.83788542e-06 3.34610981e-01 1.91309058e-02 5.74413771e-05
 4.14867141e-03 1.54617367e-05 1.47015455e-05 1.22689367e-05
 4.26676338e-05 5.83717609e-06 5.52117637e-06 2.51773086e-05
 6.56099385e-05 6.88022375e-05 8.05308439e-05 3.24774810e-05
 2.56669175e-05 1.02593593e-04 5.84320662e-06 4.48225897e-05
 5.77157947e-06 1.38878068e-05 3.86120939e-05 2.84900352e-04
 4.87334715e-05 2.45266162e-05 1.16734670e-05 5.41016018e-05
 6.41011973e-01]",0.7,37.09891863945554,6000
5,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', '.', ',', '""', 'american', '(', 'among', 'china', ',', 'south', '$', 'week', 'agency', ',', 'russia', ',', 'united', '$', 'north', 'korea', 'trade', 'chavez', 'korea', ""'s"", 'nuclear', 'also', ')', 'peace']",7.570607206975436,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.02163889e-05 3.32222443e-01 1.92116239e-02 5.73270117e-05
 4.08572556e-03 1.50863666e-05 1.43719089e-05 1.18035111e-05
 4.12179362e-05 5.22017784e-06 5.60174266e-06 2.47191642e-05
 6.54965931e-05 6.78230166e-05 7.83846043e-05 3.21331549e-05
 2.51856745e-05 1.00894320e-04 5.43414359e-06 4.37077752e-05
 5.17925614e-06 1.30951219e-05 3.81972896e-05 2.83666536e-04
 4.85037522e-05 2.40865880e-05 1.12701935e-05 5.37347452e-05
 6.43397851e-01]",0.6,34.14028042533023,6000
2,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['end', 'north', 'african', '.', ',', '""', '(', 'others', 'several', 'china', 'friday', 'south', 'korea', 'reports', 'palestinian', 'chavez', 'russia', 'town', 'united', 'states', 'north', 'korea', 'defense', 'north', 'also', ""'s"", 'january', 'eu', 'coalition', 'attacks']",7.659519285090376,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[5.30278379e-06 3.32650980e-01 1.97288714e-02 5.68790100e-05
 3.69724652e-03 1.40568828e-05 1.38459560e-05 1.10299790e-05
 4.03093870e-05 4.72892319e-06 5.24534432e-06 2.99211540e-05
 6.45055252e-05 6.79766854e-05 7.71529671e-05 2.84303604e-05
 2.43268302e-05 9.88694796e-05 4.74983972e-06 4.21469374e-05
 4.83196972e-06 1.11776070e-05 3.86968328e-05 2.85683220e-04
 4.84592076e-05 2.41512452e-05 1.09023957e-05 5.40148467e-05
 6.42855507e-01]",0.3333333333333333,26.318651524907647,9000
11,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['earlier', 'taleban', 'wounded', '.', '""', '""', 'pakistan', 'trade', 'national', 'china', 'president', 'wednesday', 'NUM,NUM,NUM', ',', 'month', 'trade', 'high', 'sunday', 'held', 'violence', 'military', 'month', ')', 'opposition', 'prime', 'million', 'could', 'NUMth', 'thousands', 'group']",14.146480556070925,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.58247080e-09 5.38244923e-07 3.11651578e-05 9.08868648e-08
 5.76820277e-09 2.68548729e-08 2.32546964e-08 1.90022449e-08
 6.91049587e-08 9.32531943e-09 7.71084003e-09 3.98348194e-08
 1.02645637e-07 1.15537545e-07 1.32388967e-07 4.67730745e-08
 4.47408425e-08 1.62926155e-07 9.50806731e-09 7.13362444e-08
 9.24971530e-09 2.18729393e-08 6.26141019e-08 4.54891083e-07
 7.69261383e-08 3.97430251e-08 1.87445132e-08 8.68107857e-08
 9.99966541e-01]",0.1,32.2927181692781,9000
0,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['russian', 'violence', 'among', '.', ',', '""', 'plans', 'past', 'among', 'china', 'britain', 'south', 'korea', 'muslim', 'japan', ',', 'russia', 'say', 'united', 'states', 'report', 'korea', 'meeting', 'nato', 'korea', ""'s"", 'nuclear', 'program', 'world', 'came']",7.524112753252757,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.71114482e-06 3.42502935e-01 1.97474841e-02 5.80398509e-05
 4.34352563e-03 1.69518203e-05 1.55441307e-05 1.29866270e-05
 4.58337126e-05 6.18272519e-06 7.52560182e-06 2.70873123e-05
 6.50174235e-05 7.54828898e-05 8.37436458e-05 2.94274072e-05
 3.05388744e-05 1.04797812e-04 7.08122652e-06 4.53635099e-05
 7.18207672e-06 1.47135641e-05 3.98247479e-05 2.87839773e-04
 4.95122649e-05 2.58301491e-05 1.23159304e-05 5.50865660e-05
 6.32274434e-01]",0.5,31.048721192127278,9000
1,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['venezuela', 'office', 'taleban', '.', '""', '""', 'talks', 'iran', 'past', 'near', 'killing', 'attack', 'police', 'deal', 'japan', 'international', 'thousands', 'health', 'report', 'late', 'city', 'election', ')', 'north', 'report', 'fire', 'one', 'program', 'presidential', '.']",14.114840140016689,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[2.22732798e-08 5.47094119e-07 3.05152585e-05 9.41110169e-08
 5.89497366e-09 2.74122660e-08 2.66675015e-08 2.30067572e-08
 7.32575599e-08 1.01579397e-08 2.11327447e-08 4.20439807e-08
 1.04616855e-07 1.16052677e-07 1.34731820e-07 4.78296922e-08
 4.23132932e-08 1.71115056e-07 1.51741302e-08 7.55518987e-08
 1.03047016e-08 2.59380646e-08 6.41427097e-08 4.63413461e-07
 8.08293790e-08 4.20921976e-08 2.16532868e-08 8.91990217e-08
 9.99967087e-01]",0.2,35.23096252017814,9000
13,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['chinese', 'arrested', 'year', '.', '""', '""', 'growth', ""'s"", 'british', 'northern', 'north', 'south', 'elections', 'area', 'south', 'arrested', 'weeks', 'NUM,NUM,NUM', 'plans', 'report', 'darfur', 'korea', 'u.n.', 'dead', 'general', 'pakistan', 'official', 'recent', 'south', 'northern']",14.294422661952693,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[8.76216961e-09 5.12666717e-07 2.89480787e-05 8.99247882e-08
 5.00134674e-09 2.15300316e-08 2.33255603e-08 1.85715674e-08
 6.29303289e-08 8.60279212e-09 8.78155277e-09 3.94004242e-08
 1.00769508e-07 9.89287334e-08 1.18143946e-07 4.52048642e-08
 3.56065421e-08 1.59009075e-07 1.19685464e-08 6.93605305e-08
 9.03703850e-09 2.07110025e-08 6.06927243e-08 4.43371761e-07
 7.59596269e-08 3.72617024e-08 1.82989036e-08 8.29712508e-08
 9.99968865e-01]",0.06666666666666667,31.589450292388292,9000
14,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['british', 'said', 'one', '.', ""'s"", '""', 'secretary', 'blast', 'among', 'china', 'british', 'china', 'southern', 'southern', 'japan', ',', 'russia', ',', 'british', 'south', 'north', 'parliament', ')', 'tehran', 'korea', 'aid', 'nuclear', 'program', 'russia', '.']",7.570435960730723,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[6.76808937e-06 4.34405860e-04 2.50983436e-02 7.53220997e-05
 5.50212525e-06 1.90299427e-05 1.92255735e-05 1.55083050e-05
 5.40892845e-05 7.42729728e-06 6.83123641e-06 3.28859705e-05
 8.45038347e-05 8.82391089e-05 1.05014253e-04 3.77429633e-05
 3.34766897e-05 1.27535068e-01 2.63710276e-03 5.85783147e-05
 7.44418775e-06 1.78206360e-05 5.10617495e-05 3.74335429e-04
 6.40994600e-05 3.30079585e-05 1.62264105e-05 7.22152751e-04
 8.42358786e-01]",0.43333333333333335,29.13998948546573,9000
4,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['confirmed', 'met', 'died', '.', '.', '""', 'opposition', 'province', 'official', 'china', 'several', 'local', 'korea', '(', 'central', 'said', 'hit', 'russian', 'wounded', 'meanwhile', 'muslim', 'may', 'killing', 'attack', 'rights', 'told', 'british', 'presidential', 'ago', 'militant']",10.728491834113044,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[2.76235987e-07 1.65759044e-05 9.68686409e-01 2.81686510e-06
 1.83905465e-07 8.15037993e-07 7.21510427e-07 5.86886428e-07
 2.10778904e-06 2.63412790e-07 2.75560596e-07 1.22892131e-06
 3.18231472e-06 3.54400186e-06 3.97764802e-06 1.43223481e-06
 1.36706458e-06 5.03579942e-06 3.47869772e-07 2.16319705e-06
 2.75214977e-07 6.41016422e-07 1.93354694e-06 1.40482667e-05
 2.38438669e-06 1.22987316e-06 5.79466991e-07 2.67790422e-06
 3.12429188e-02]",0.06666666666666667,24.457266233239185,9000
15,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['talks', 'said', 'monday', '.', '""', '""', 'march', 'japan', '(', 'million', 'eu', 'months', 'russia', 'army', 'japan', 'bush', 'region', 'one', 'leader', 'plans', 'wounded', 'men', 'turkey', 'iran', 'reporters', 'president', 'local', 'minister', 'major', '.']",14.221132300661576,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.74222806e-09 5.28984109e-07 3.02819604e-05 9.01198521e-08
 6.26349944e-09 2.37027816e-08 2.29724859e-08 1.84929500e-08
 6.78861003e-08 8.97878475e-09 7.85684251e-09 3.95821945e-08
 1.02455480e-07 1.10414000e-07 1.30091936e-07 4.65881560e-08
 3.94874144e-08 1.61218567e-07 9.16377889e-09 7.00811231e-08
 8.95713816e-09 2.12395731e-08 6.18509931e-08 4.51297596e-07
 7.73398082e-08 3.86567446e-08 1.82070967e-08 8.60732939e-08
 9.99967462e-01]",0.1,32.44203289773718,9000
12,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['country', 'said', 'russian', '.', ',', '""', 'western', 'japan', 'least', 'china', 'said', 'president', 'virus', 'weeks', 'japan', 'vote', 'russia', 'time', 'called', 'suspected', 'north', 'international', ')', 'eu', 'korea', ""'s"", 'late', 'program', ')', 'ago']",7.6240675697341,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[5.58021386e-06 3.35837823e-01 1.97836850e-02 5.71756107e-05
 3.71723841e-03 1.46674861e-05 1.44120502e-05 1.16045561e-05
 4.14246445e-05 5.14472275e-06 5.54393222e-06 2.48734580e-05
 6.47254882e-05 6.98828803e-05 7.94720305e-05 2.87793229e-05
 2.56904738e-05 1.00864835e-04 5.50055011e-06 4.38446761e-05
 5.23596884e-06 1.26300720e-05 3.89168689e-05 2.86790965e-04
 4.85794607e-05 2.50364518e-05 1.18601356e-05 5.46253523e-05
 6.39578391e-01]",0.3333333333333333,26.249713811521246,9000
16,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['end', 'western', 'states', '.', '""', '""', 'talks', 'militant', 'five', 'union', 'past', 'south', 'korea', 'media', 'iraq', 'several', 'palestinian', ',', 'workers', 'blast', 'north', 'seven', 'organization', 'venezuela', 'korea', 'next', 'killed', 'thursday', 'car', 'car']",14.187017198124378,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[2.23683912e-08 5.27548051e-07 2.88994006e-05 9.33701948e-08
 6.05962204e-09 2.50829262e-08 2.65938976e-08 2.25959407e-08
 6.76223835e-08 1.01346546e-08 2.12823401e-08 4.16980696e-08
 1.02553524e-07 1.03884360e-07 1.24174397e-07 4.69583876e-08
 3.78624312e-08 1.67661594e-07 1.51814195e-08 7.48740352e-08
 1.02514322e-08 2.59874747e-08 6.27759149e-08 4.54322460e-07
 7.93863302e-08 4.03042444e-08 2.12114953e-08 8.59202342e-08
 9.99968783e-01]",0.2,35.3740182876102,9000
